"imie_nazwisko","pseudonim","data_urodzenia","miejsce_urodzenia","pod_wplywem","plec","miejsce_smierci"
"Marilu Henner","","1952-04-06T00:00:00Z","Chicago","","kobieta",""
"Peaches Geldof","","1989-03-13T00:00:00Z","Westminster","","kobieta","Wrotham"
"Gaston Bachelard","","1884-06-27T00:00:00Z","Bar-sur-Aube","Albert Einstein","mężczyzna","Paryż"
"Gaston Bachelard","","1884-06-27T00:00:00Z","Bar-sur-Aube","Friedrich Nietzsche","mężczyzna","Paryż"
"Gaston Bachelard","","1884-06-27T00:00:00Z","Bar-sur-Aube","Carl Gustav Jung","mężczyzna","Paryż"
"María Antonia Iglesias","","1945-01-15T00:00:00Z","Ourense","","kobieta","Nigrán"
"Tsitsi Dangarembga","","1959-01-01T00:00:00Z","Bulawayo","","kobieta",""
"Erika Lust","Erika Lust","1977-01-01T00:00:00Z","Sztokholm","","kobieta",""
"Åke Edwardson","","1953-03-10T00:00:00Z","Eksjö","","mężczyzna",""
"Åke Holmberg","","1907-05-31T00:00:00Z","Sztokholm","","mężczyzna","Sztokholm"
"Åke Ohlmarks","","1911-06-03T00:00:00Z","Kristianstad","","mężczyzna",""
"Matthew Arnold","","1822-12-24T00:00:00Z","Laleham","","mężczyzna","Liverpool"
"Marina Orłowa","","1980-12-10T00:00:00Z","Arzamas","","kobieta",""
"Mary Stewart","","1916-09-17T00:00:00Z","Sunderland","","kobieta","Awe"
"Annie Duke","","1965-09-13T00:00:00Z","Concord","","kobieta",""
"Jennifer Lynch","","1968-04-07T00:00:00Z","Filadelfia","","kobieta",""
"Donella Meadows","","1941-03-13T00:00:00Z","Elgin","","kobieta","Hanover"
"Åsa Träff","","1970-01-01T00:00:00Z","","","kobieta",""
"Rebecca Latimer Felton","","1835-06-10T00:00:00Z","Decatur","","kobieta","Atlanta"
"Parvin E'tesami","","1907-03-16T00:00:00Z","Tebriz","","kobieta","Teheran"
"Kristina Lugn","","1948-11-14T00:00:00Z","Skövde","","kobieta",""
"Ælfric","","0950-01-01T00:00:00Z","","","mężczyzna",""
"Tana French","","1973-01-01T00:00:00Z","Vermont","","kobieta",""
"Aleksander Kuprin","","1870-09-07T00:00:00Z","Narovtšat","","mężczyzna","Petersburg"
"Helena Roerich","","1879-02-12T00:00:00Z","Petersburg","","kobieta","Kalimpong"
"Anne B. Ragde","","1957-12-03T00:00:00Z","Odda","","kobieta",""
"Valéria Gyenge","","1933-04-03T00:00:00Z","Budapeszt","","kobieta",""
"Shulamith Firestone","","1945-01-07T00:00:00Z","Ottawa","","kobieta","Nowy Jork"
"Jennifer Westfeldt","","1970-02-02T00:00:00Z","Guilford","","kobieta",""
"María Teresa Campos","","1941-06-18T00:00:00Z","Tetuan","","kobieta",""
"Vesna Parun","","1922-04-10T00:00:00Z","Zlarin","","kobieta","Stubičke Toplice"
"Vesna Parun","","1922-10-04T00:00:00Z","Zlarin","","kobieta","Stubičke Toplice"
"James Mill","","1773-04-06T00:00:00Z","Angus","","mężczyzna","Kensington"
"Ida Tarbell","","1857-11-05T00:00:00Z","Hrabstwo Erie","","kobieta","Bridgeport"
"Ema Destinnová","","1878-02-20T00:00:00Z","Praga","","kobieta","Czeskie Budziejowice"
"Marilyn Ferguson","","1938-04-05T00:00:00Z","Grand Junction","","kobieta","Banning"
"Proklos","","0412-02-09T00:00:00Z","Konstantynopol","Platon","mężczyzna","Ateny"
"Proklos","","0412-02-09T00:00:00Z","Konstantynopol","Arystoteles","mężczyzna","Ateny"
"Proklos","","0412-02-09T00:00:00Z","Konstantynopol","Plotyn","mężczyzna","Ateny"
"Proklos","","0412-02-09T00:00:00Z","Konstantynopol","Plutarch z Aten","mężczyzna","Ateny"
"Proklos","","0412-02-09T00:00:00Z","Konstantynopol","Syrianos","mężczyzna","Ateny"
"Giovanni Verga","","1840-09-02T00:00:00Z","Katania","","mężczyzna","Katania"
"Alona Kimchi","","1966-01-01T00:00:00Z","Lwów","","kobieta",""
"Olga Novo","","1975-01-01T00:00:00Z","","","kobieta",""
"Edgar Wallace","","1875-04-01T00:00:00Z","Greenwich","","mężczyzna","Beverly Hills"
"Dorrit Willumsen","","1940-08-31T00:00:00Z","Kopenhaga","","kobieta",""
"Nikołaj Ostrowski","","1904-09-29T00:00:00Z","Q3558423","","mężczyzna","Moskwa"
"Isabelle Eberhardt","","1877-02-17T00:00:00Z","Genewa","","kobieta","Aïn Séfra"
"Mary Rowlandson","","1635-01-01T00:00:00Z","Somerset","","kobieta","Wethersfield"
"Rita Verdonk","","1955-10-18T00:00:00Z","Utrecht","","kobieta",""
"Marilyn French","Mara Solwoska","1929-11-21T00:00:00Z","Brooklyn","","kobieta","Nowy Jork"
"Zofia Tołstoj","","1844-09-03T00:00:00Z","Północno-zachodni okręg administracyjny Moskwy","","kobieta","Jasna Polana"
"Thea Beckman","","1923-07-23T00:00:00Z","Rotterdam","","kobieta","Bunnik"
"Frances Trollope","","1780-03-10T00:00:00Z","Stapleton","","kobieta","Florencja"
"Pat Murphy","","1955-03-09T00:00:00Z","Waszyngton","","kobieta",""
"Germaine Tillion","","1907-05-30T00:00:00Z","canton of Allègre","","kobieta","Saint-Mandé"
"Andrew Tyrie","","1957-01-15T00:00:00Z","Rochford","","mężczyzna",""
"Don Cheadle","","1964-11-29T00:00:00Z","Kansas City","","mężczyzna",""
"Denise Levertov","","1923-10-24T00:00:00Z","Essex","","kobieta","Seattle"
"Dean Koontz","","1945-07-09T00:00:00Z","Everett","","mężczyzna",""
"Ise","","0875-01-01T00:00:00Z","Ise Province","","kobieta",""
"Katharine Cornell","","1893-02-16T00:00:00Z","Berlin","","kobieta","Massachusetts"
"Anita Loos","","1889-04-26T00:00:00Z","Mount Shasta","","kobieta","Nowy Jork"
"Étienne de Condillac","","1714-09-30T00:00:00Z","Grenoble","","mężczyzna","Beaugency"
"Hanni Ossott","","1946-02-14T00:00:00Z","Caracas","","kobieta","Caracas"
"Laura Restrepo","","1950-01-01T00:00:00Z","Bogota","","kobieta",""
"Marlène Jobert","","1940-11-04T00:00:00Z","Algier","","kobieta",""
"Ted Hughes","","1930-08-17T00:00:00Z","Mytholmroyd","","mężczyzna","Londyn"
"Starhawk","","1951-06-17T00:00:00Z","Saint Paul","","kobieta",""
"Mary Hoffman","","1945-04-20T00:00:00Z","Wielka Brytania","","kobieta",""
"Norman Angell","","1872-12-26T00:00:00Z","Holbeach","","mężczyzna","Croydon"
"Johanne Luise Heiberg","","1812-11-22T00:00:00Z","Kopenhaga","","kobieta","Kopenhaga"
"Wilhelmina Żagańska","","1781-02-08T00:00:00Z","Jełgawa","","kobieta","Wiedeń"
"Æthelweard","","","","","mężczyzna",""
"Jane Wilde","","1821-12-27T00:00:00Z","Dublin","","kobieta","Chelsea"
"Charlotte Roche","","1978-03-18T00:00:00Z","High Wycombe","","kobieta",""
"Tillie Olsen","","1912-01-14T00:00:00Z","Omaha","","kobieta","Kalifornia"
"Jodie Marsh","","1978-12-23T00:00:00Z","Brentwood (Anglia)","","kobieta",""
"Bronisława Wajs-Papusza","","1908-08-17T00:00:00Z","Lublin","","kobieta","Inowrocław"
"Alejandra Pizarnik","","1936-04-29T00:00:00Z","Buenos Aires","","kobieta","Buenos Aires"
"Diana Gabaldon","","1952-01-11T00:00:00Z","Williams","","kobieta",""
"Anna Bijns","","1493-03-13T00:00:00Z","Antwerpia","","kobieta","Antwerpia"
"Lauren Child","","1965-11-29T00:00:00Z","Marlborough","","kobieta",""
"Felicia Hemans","","1793-09-25T00:00:00Z","Liverpool","","kobieta","Dublin"
"Lady Charlotte Guest","","1812-05-19T00:00:00Z","Uffington (Lincolnshire)","","kobieta",""
"Patricia Bredin","","1934-01-01T00:00:00Z","Kingston upon Hull","","kobieta",""
"Aubrey Beardsley","","1872-08-21T00:00:00Z","Brighton","","mężczyzna","Mentona"
"Ethel Lina White","","1876-01-01T00:00:00Z","Abergavenny","","kobieta","Londyn"
"Barbara Pym","","1913-06-02T00:00:00Z","Oswestry","","kobieta","Finstock"
"Doreen Valiente","","1922-01-04T00:00:00Z","Surrey","","kobieta","Brighton"
"Penelope Delta","","1874-01-01T00:00:00Z","Aleksandria","","kobieta","Ateny"
"Tullia Zevi","","1919-02-02T00:00:00Z","Mediolan","","kobieta","Rzym"
"Anne Dacier","","1645-01-01T00:00:00Z","Preuilly-sur-Claise","","kobieta","Paryż"
"Cormac McCarthy","","1933-07-20T00:00:00Z","Providence","William Faulkner","mężczyzna",""
"Kate Atkinson","","1951-01-01T00:00:00Z","York","","kobieta",""
"Alison Lurie","","1926-09-03T00:00:00Z","Chicago","","kobieta",""
"Nada","Nada","1953-11-17T00:00:00Z","Q3756409","","kobieta",""
"Rossana Rossanda","","1924-04-23T00:00:00Z","Pula","","kobieta",""
"Laure Junot, Duchess of Abrantès","","1784-11-06T00:00:00Z","Montpellier","","kobieta","Paryż"
"Georgette Heyer","","1902-08-16T00:00:00Z","Wimbledon","","kobieta","Londyn"
"Hannah Duston","","1657-12-23T00:00:00Z","","","kobieta",""
"Jim Beaver","","1950-08-12T00:00:00Z","Laramie","","mężczyzna",""
"Ángel de Saavedra","","1791-03-10T00:00:00Z","Kordoba","","mężczyzna","Madryt"
"Johann Gottfried Herder","","1744-08-25T00:00:00Z","Morąg","","mężczyzna","Weimar"
"Wacław II","","1271-10-04T00:00:00Z","Praga","","mężczyzna","Stare Miasto"
"Richard Holbrooke","","1941-04-24T00:00:00Z","Nowy Jork","","mężczyzna","Waszyngton"
"Chinua Achebe","","1930-11-16T00:00:00Z","Ogidi, Anambra","Okey Ndibe","mężczyzna","Boston"
"Karel Čapek","B. Č.","1890-01-09T00:00:00Z","Malé Svatoňovice","","mężczyzna","Praga"
"Karel Čapek","K. Č.","1890-01-09T00:00:00Z","Malé Svatoňovice","","mężczyzna","Praga"
"Angela Gossow","","1974-11-05T00:00:00Z","Kolonia","","kobieta",""
"Aleksiej Nawalny","","1976-06-04T00:00:00Z","Odintsovsky District","","mężczyzna",""
"George Kennan","","1904-02-16T00:00:00Z","Milwaukee","","mężczyzna","Princeton"
"Max Jacob","","1876-07-12T00:00:00Z","Quimper","","mężczyzna","Obóz w Drancy"
"Pierre Bourdieu","","1930-08-01T00:00:00Z","Denguin","","mężczyzna","Paryż"
"Jan Neruda","","1834-07-09T00:00:00Z","Praga","","mężczyzna","Praga"
"Sarvepalli Radhakrishnan","","1888-09-05T00:00:00Z","Thiruttani","","mężczyzna","Ćennaj"
"Manto","","1912-05-11T00:00:00Z","Pendżab","","mężczyzna","Lahaur"
"Emil Hácha","","1872-07-12T00:00:00Z","Trhové Sviny","","mężczyzna","Praga"
"Marc Bloch","","1886-07-06T00:00:00Z","Lyon","","mężczyzna","Saint-Didier-de-Formans"
"Giorgio de Chirico","","1888-07-10T00:00:00Z","Wolos","","mężczyzna","Rzym"
"Adolf Erik Nordenskiöld","","1832-11-18T00:00:00Z","Helsinki","","mężczyzna","Gmina Trosa"
"Felipe González","","1942-03-05T00:00:00Z","Sewilla","","mężczyzna",""
"Yehudi Menuhin","","1916-04-22T00:00:00Z","Nowy Jork","","mężczyzna","Berlin"
"Ernst Barlach","","1870-01-02T00:00:00Z","Wedel","","mężczyzna","Rostock"
"Ernst Barlach","","1876-01-02T00:00:00Z","Wedel","","mężczyzna","Rostock"
"Primož Trubar","","1508-06-29T00:00:00Z","Kraina","","mężczyzna","Tybinga"
"Lucien Febvre","","1878-07-22T00:00:00Z","Nancy","","mężczyzna","Saint-Amour"
"Jorge Semprún","Federico Sánchez","1923-12-10T00:00:00Z","Madryt","","mężczyzna","Paryż"
"Zoran Đinđić","","1952-08-01T00:00:00Z","Šamac","","mężczyzna","Belgrad"
"Ernest Renan","","1823-02-27T00:00:00Z","Tréguier","","mężczyzna","Paryż"
"Ernest Renan","","1823-02-28T00:00:00Z","Tréguier","","mężczyzna","Paryż"
"Władysław Szpilman","","1911-12-05T00:00:00Z","Sosnowiec","","mężczyzna","Warszawa"
"Alberto Giacometti","","1901-10-10T00:00:00Z","Borgonovo","","mężczyzna","Chur"
"Milorad Pavić","","1929-10-15T00:00:00Z","Belgrad","","mężczyzna","Belgrad"
"Friedrich Schlegel","","1772-03-10T00:00:00Z","Hanower","","mężczyzna","Drezno"
"Bronisław Geremek","","1932-03-06T00:00:00Z","Warszawa","","mężczyzna","Lubień"
"Georges Perec","","1936-03-07T00:00:00Z","Paryż","","mężczyzna","Ivry-sur-Seine"
"Simone Weil","","1909-02-03T00:00:00Z","Paryż","","kobieta","Ashford (Kent)"
"Assia Djebar","","1936-06-30T00:00:00Z","Szarszal","","kobieta","Paryż"
"Leszek Kołakowski","","1927-10-23T00:00:00Z","Radom","Karl Marx","mężczyzna","Oksford"
"Leszek Kołakowski","","1927-10-23T00:00:00Z","Radom","Georg Wilhelm Friedrich Hegel","mężczyzna","Oksford"
"Leszek Kołakowski","","1927-10-23T00:00:00Z","Radom","Immanuel Kant","mężczyzna","Oksford"
"Leszek Kołakowski","","1927-10-23T00:00:00Z","Radom","Fryderyk Engels","mężczyzna","Oksford"
"Leszek Kołakowski","","1927-10-23T00:00:00Z","Radom","Edmund Husserl","mężczyzna","Oksford"
"Francis Picabia","","1879-01-22T00:00:00Z","Paryż","","mężczyzna","Paryż"
"François Guizot","","1787-10-04T00:00:00Z","Nîmes","","mężczyzna","canton of Cambremer"
"Miguel Delibes","","1920-10-17T00:00:00Z","Valladolid","","mężczyzna","Valladolid"
"Johann Kuhnau","","1660-04-06T00:00:00Z","Geising","","mężczyzna","Lipsk"
"Idina Menzel","","1971-05-30T00:00:00Z","Nowy Jork","","kobieta",""
"Wasilij Żukowski","","1783-02-09T00:00:00Z","Miszenskoje","","mężczyzna","Baden-Baden"
"Rudolf Schenker","","1948-08-31T00:00:00Z","Hildesheim","","mężczyzna",""
"Leszek Engelking","","1955-02-02T00:00:00Z","Bytom","","mężczyzna",""
"Božena Němcová","","1820-02-04T00:00:00Z","Wiedeń","","kobieta","Praga"
"Cornelius Castoriadis","","1922-03-11T00:00:00Z","Stambuł","","mężczyzna","Paryż"
"Svetozar Gligorić","","1923-02-02T00:00:00Z","Belgrad","","mężczyzna","Belgrad"
"W.E.B. Du Bois","","1868-02-23T00:00:00Z","Hrabstwo Berkshire","","mężczyzna","Akra"
"Zygmunt Bauman","","1925-11-19T00:00:00Z","Poznań","","mężczyzna","Leeds"
"Konradyn","","1252-04-01T00:00:00Z","Q1015603","","mężczyzna","Neapol"
"Peter Bogdanovich","","1939-07-30T00:00:00Z","Kingston","","mężczyzna",""
"Pavol Jozef Šafárik","","1795-05-13T00:00:00Z","Kobeliarovo","","mężczyzna","Praga"
"Jiří Wolker","","1900-03-29T00:00:00Z","Prościejów","","mężczyzna","Prościejów"
"Cees Nooteboom","","1933-07-31T00:00:00Z","Haga","","mężczyzna",""
"Ernst Křenek","","1900-08-23T00:00:00Z","Wiedeń","","mężczyzna","Palm Springs"
"Anatolij Fomienko","","1945-03-13T00:00:00Z","Donieck","","mężczyzna",""
"Klemens z Ochrydy","","0840-01-01T00:00:00Z","Cesarstwo Bizantyńskie","","mężczyzna","Ochryda"
"David Irving","","1938-03-24T00:00:00Z","Brentwood (Anglia)","","mężczyzna",""
"Mike Huckabee","","1955-08-24T00:00:00Z","Hope","","mężczyzna",""
"Carlos Castaneda","","1925-12-25T00:00:00Z","Cajamarca","","mężczyzna","Los Angeles"
"Russell Kirk","","1918-10-19T00:00:00Z","Plymouth","","mężczyzna","Mecosta"
"Thomas DiLorenzo","","1954-08-08T00:00:00Z","","","mężczyzna",""
"Jan Blahoslav","","1523-03-12T00:00:00Z","Przerów","","mężczyzna","Moravský Krumlov"
"Adam Weishaupt","","1748-02-06T00:00:00Z","Ingolstadt","","mężczyzna","Gotha"
"Johannes Jensen","","1873-01-20T00:00:00Z","Farsø","","mężczyzna","Kopenhaga"
"Jet Li","","1963-04-26T00:00:00Z","Pekin","","mężczyzna",""
"František Palacký","","1798-06-14T00:00:00Z","Hodslavice","","mężczyzna","Praga"
"Jan Beneš","","1936-03-26T00:00:00Z","Praga","","mężczyzna","Obořiště"
"Julia Kristeva","","1941-06-24T00:00:00Z","Sliwen","","kobieta",""
"Adolf Černý","Jan Rokyta","1864-08-19T00:00:00Z","Hradec Králové","","mężczyzna","Praga"
"Dymitr Kantemir","","1676-10-26T00:00:00Z","Dimitrie Cantemir (Vaslui)","","mężczyzna","Charków"
"Rudolf Medek","","1890-01-08T00:00:00Z","Hradec Králové","","mężczyzna","Praga"
"Měrćin Nowak-Njechorński","","1900-06-13T00:00:00Z","Nechern","","mężczyzna","Nechern"
"Alexej Pludek","","1923-01-29T00:00:00Z","Prościejów","","mężczyzna","Praga"
"Otakar Theer","","1880-02-16T00:00:00Z","Czerniowce","","mężczyzna","Praga"
"Andrzej Pilipiuk","","1974-03-20T00:00:00Z","Warszawa","","mężczyzna",""
"Augusto Roa Bastos","","1917-06-13T00:00:00Z","Asunción","","mężczyzna","Asunción"
"Jan Bok","","1570-01-14T00:00:00Z","Vetschau/Spreewald","","mężczyzna","Uherský Brod"
"Aleksander III","","1100-01-01T00:00:00Z","Siena","","mężczyzna","Civita Castellana"
"Norman Finkelstein","","1953-12-08T00:00:00Z","Brooklyn","","mężczyzna",""
"P.D. James","","1920-08-03T00:00:00Z","Oksford","Evelyn Waugh","kobieta","Oksford"
"P.D. James","","1920-08-03T00:00:00Z","Oksford","Graham Greene","kobieta","Oksford"
"P.D. James","","1920-08-03T00:00:00Z","Oksford","Margery Allingham","kobieta","Oksford"
"Aben Ezra","","1089-01-01T00:00:00Z","Tudela","","mężczyzna","Calahorra"
"Aben Ezra","","1092-01-01T00:00:00Z","Tudela","","mężczyzna","Calahorra"
"Danielle Mitterrand","","1924-10-29T00:00:00Z","Verdun","","kobieta","Paryż"
"Adrienne Rich","","1929-05-16T00:00:00Z","Baltimore","Simone de Beauvoir","kobieta","Santa Cruz"
"Adrienne Rich","","1929-05-16T00:00:00Z","Baltimore","Sylvia Plath","kobieta","Santa Cruz"
"Dorothy Parker","","1893-08-22T00:00:00Z","Long Branch","","kobieta","Nowy Jork"
"Gwendolyn Brooks","","1917-06-07T00:00:00Z","Topeka","Langston Hughes","kobieta","Chicago"
"Gwendolyn Brooks","","1917-06-07T00:00:00Z","Topeka","Richard Wright","kobieta","Chicago"
"Anne Sexton","","1928-11-09T00:00:00Z","Newton","","kobieta","Weston"
"Draginja Dorpat","","1931-09-21T00:00:00Z","Ravensburg","","kobieta",""
"Elham Manea","","1966-01-01T00:00:00Z","Egipt","","kobieta",""
"Ilma Rakusa","","1946-01-02T00:00:00Z","Rymawska Sobota","","kobieta",""
"Carl Albrecht Bernoulli","","1868-01-10T00:00:00Z","Bazylea","","mężczyzna","Arlesheim"
"Rudolph II, Count of Neufchâtel","","1200-01-01T00:00:00Z","Neuchâtel","","mężczyzna","Neuchâtel"
"August Kühn","","1936-09-25T00:00:00Z","Monachium","","mężczyzna","Unterwössen"
"Otto von Greyerz","","1863-09-06T00:00:00Z","Berno","","mężczyzna","Berno"
"Ernst Philipp Karl Lange","","1813-12-21T00:00:00Z","Poczdam","","mężczyzna","Poczdam"
"Johann Christian Rosenmüller","","1771-05-25T00:00:00Z","Q1617061","","mężczyzna","Lipsk"
"Werner Otto von Hentig","","1886-05-22T00:00:00Z","Berlin","","mężczyzna","Lindesnes"
"Lorenzo Valla","","1407-01-01T00:00:00Z","Rzym","","mężczyzna","Rzym"
"Walter Trier","","1890-06-25T00:00:00Z","Praga","","mężczyzna","Kanada"
"Theodor Olshausen","","1802-06-19T00:00:00Z","Glückstadt","","mężczyzna","Hamburg"
"Karol Juliusz Weber","","1767-04-16T00:00:00Z","Langenburg","","mężczyzna","Kupferzell"
"Rudolph Zacharias Becker","","1752-04-09T00:00:00Z","Erfurt","","mężczyzna","Gotha"
"Poul Anderson","","1926-11-25T00:00:00Z","Bristol","","mężczyzna","Orinda"
"Emilio Estevez","","1962-05-12T00:00:00Z","Nowy Jork","","mężczyzna",""
"Tomasz z Kempis","","1380-01-01T00:00:00Z","Kempen","","mężczyzna","Zwolle"
"Pío Baroja","","1872-12-28T00:00:00Z","San Sebastián","","mężczyzna","Madryt"
"Roman Pieśniarz","","0490-01-01T00:00:00Z","Hims","","mężczyzna","Konstantynopol"
"Bud Spencer","Bud Spencer","1929-10-31T00:00:00Z","Neapol","","mężczyzna","Rzym"
"Albrecht von Scharfenberg","","","Bawaria","","mężczyzna",""
"Izokrates","","-435-01-01T00:00:00Z","Ateny","","mężczyzna","Ateny"
"Hyginus Gromaticus","","0100-01-01T00:00:00Z","","","mężczyzna",""
"Anne Robert Turgot","","1727-05-10T00:00:00Z","Paryż","","mężczyzna","Paryż"
"Bernardo Atxaga","","1951-07-27T00:00:00Z","Asteasu","","mężczyzna",""
"Edward Davis Wood Jr.","","1924-10-10T00:00:00Z","Poughkeepsie","","mężczyzna","Hollywood"
"Chris Bell","","1960-01-01T00:00:00Z","Holyhead","","mężczyzna",""
"Géza Gárdonyi","","1863-08-03T00:00:00Z","Agárd","","mężczyzna","Eger"
"Achilles Tatios","","0200-01-01T00:00:00Z","Aleksandria","","mężczyzna",""
"Eiji Yoshikawa","","1892-08-11T00:00:00Z","Prefektura Kanagawa","","mężczyzna","Tokio"
"Theodore Kaczynski","","1942-05-22T00:00:00Z","Evergreen Park","","mężczyzna",""
"David Garrick","","1717-02-19T00:00:00Z","Hereford","","mężczyzna","Londyn"
"Ian Irvine","","1950-01-01T00:00:00Z","Bathurst","","mężczyzna",""
"Patrick Dennis","","1921-05-18T00:00:00Z","Evanston","","mężczyzna","Nowy Jork"
"Juan Calzadilla","","1931-01-01T00:00:00Z","Altagracia de Orituco","","mężczyzna",""
"Ennio Flaiano","","1910-03-05T00:00:00Z","Pescara","","mężczyzna","Rzym"
"Fred Gwynne","","1926-07-10T00:00:00Z","Nowy Jork","","mężczyzna","Taneytown"
"Patrick Modiano","","1945-07-30T00:00:00Z","Boulogne-Billancourt","","mężczyzna",""
"Leopold Staff","","1878-11-14T00:00:00Z","Lwów","","mężczyzna","Skarżysko-Kamienna"
"Anthony de Mello","","1931-09-03T00:00:00Z","Mumbaj","","mężczyzna","Nowy Jork"
"Keith Mann","","","Rochdale","","mężczyzna",""
"Octavian Goga","","1881-04-01T00:00:00Z","Răşinari","","mężczyzna","Ciucea"
"Wes Anderson","","1969-05-01T00:00:00Z","Houston","","mężczyzna",""
"Maurice Druon","","1918-04-23T00:00:00Z","Paryż","","mężczyzna","Paryż"
"Aimé Césaire","","1913-06-26T00:00:00Z","Martynika","","mężczyzna","Fort-de-France"
"Heather Graham","","1970-01-29T00:00:00Z","Milwaukee","","kobieta",""
"André Maurois","","1885-07-26T00:00:00Z","Elbeuf","","mężczyzna","Neuilly-sur-Seine"
"Robert Ludlum","Michael Shepherd","1927-05-25T00:00:00Z","Nowy Jork","","mężczyzna","Naples"
"Robert Ludlum","Jonathan Ryder","1927-05-25T00:00:00Z","Nowy Jork","","mężczyzna","Naples"
"William H. Macy","","1950-03-13T00:00:00Z","Miami","","mężczyzna",""
"August Spies","","1855-01-01T00:00:00Z","Q1012816","","mężczyzna","Chicago"
"Jan Nejedlý","","1776-04-23T00:00:00Z","Žebrák","","mężczyzna","Praga"
"Saigyō","","1118-01-01T00:00:00Z","Kioto","","mężczyzna","Osaka"
"Hector de Saint-Denys Garneau","","1912-06-13T00:00:00Z","Montreal","","mężczyzna","Sainte-Catherine-de-la-Jacques-Cartier"
"Arthur Bonus","","1864-01-21T00:00:00Z","Prusy Zachodnie","","mężczyzna","Lengenfeld unterm Stein"
"Jozef Banáš","","1948-09-27T00:00:00Z","Bratysława","","mężczyzna",""
"Christopher Nolan","","1965-09-06T00:00:00Z","Mullingar","","mężczyzna","Beaumont Hospital, Dublin"
"Ben Myers","","1976-10-01T00:00:00Z","Durham","","mężczyzna",""
"Steve Berry","","1955-09-02T00:00:00Z","Georgia","","mężczyzna",""
"Avitus of Vienne","","0450-01-01T00:00:00Z","Vienne","","mężczyzna","Vienne"
"Vjenceslav Novak","","1859-09-11T00:00:00Z","Senj","","mężczyzna","Zagrzeb"
"Arnold Käch","","1914-02-04T00:00:00Z","Berno","","mężczyzna","Calgary"
"Susannah York","","1939-01-09T00:00:00Z","Chelsea","","kobieta","Londyn"
"Olivier Py","","1965-07-24T00:00:00Z","Grasse","","mężczyzna",""
"Tomislav Ivančić","","1938-11-30T00:00:00Z","Davor","","mężczyzna","Zagrzeb"
"Henrik Pontoppidan","","1857-07-24T00:00:00Z","Fredericia","","mężczyzna","Kopenhaga"
"Ludovico Zuccolo","","1568-01-01T00:00:00Z","Faenza","","mężczyzna",""
"Henry of Grosmont, 1st Duke of Lancaster","","1310-01-01T00:00:00Z","Grosmont","","mężczyzna","Zamek w Leicesterze"
"Josephine Butler","","1828-04-13T00:00:00Z","Glendale","","kobieta","Wooler"
"John Webster","","1578-01-01T00:00:00Z","Londyn","","mężczyzna","Londyn"
"Irena Veisaitė","","1928-02-09T00:00:00Z","Kowno","","kobieta",""
"Félix Luna","","1925-09-30T00:00:00Z","Buenos Aires","","mężczyzna","Buenos Aires"
"Louis-Edmond Hamelin","","1923-03-21T00:00:00Z","","","mężczyzna",""
"Carl Spitteler","Carl Felix Tandem","1845-04-24T00:00:00Z","Liestal","","mężczyzna","Lucerna"
"Zosimos (historyk)","","0500-01-01T00:00:00Z","","","mężczyzna",""
"Zou Yan","","-304-01-01T00:00:00Z","","","mężczyzna",""
"Zoé Oldenbourg","","1916-03-31T00:00:00Z","Petersburg","","kobieta","Boulogne-Billancourt"
"Zoé Valdés","","1959-05-02T00:00:00Z","Hawana","","kobieta",""
"Zoë Akins","","1886-10-30T00:00:00Z","Humansville","","kobieta","Los Angeles"
"Zoë Heller","","1965-07-07T00:00:00Z","St. Pancras","","kobieta",""
"Zoë Wicomb","","1948-11-23T00:00:00Z","Vanrhynsdorp","","kobieta",""
"Zoë Wicomb","","1948-11-23T00:00:00Z","Namaqualand","","kobieta",""
"Zsigmond Móricz","","1879-06-29T00:00:00Z","Tiszacsécse","","mężczyzna","Budapeszt"
"Zsolt Harsányi","","1887-01-27T00:00:00Z","Krompachy","","mężczyzna","Budapeszt"
"Zsuzsa Vathy","","1940-04-15T00:00:00Z","Pápa","","kobieta",""
"Zsuzsanna Gahse","","1946-06-27T00:00:00Z","Budapeszt","","kobieta",""
"Zsófia Bán","","1957-09-23T00:00:00Z","Rio de Janeiro","","kobieta",""
"John Smith","","1600-01-01T00:00:00Z","Willoughby (Lincolnshire)","","mężczyzna","Londyn"
"Elizabeth Barrett Browning","","1806-03-06T00:00:00Z","Durham","","kobieta","Florencja"
"Alphonse Daudet","","1840-05-13T00:00:00Z","Nîmes","Émile Zola","mężczyzna","Paryż"
"Zuhayr","","0520-01-01T00:00:00Z","Nadżd","","mężczyzna",""
"Zuhdi Al-Dahoodi","","1940-04-22T00:00:00Z","Tuz Churmatu","","mężczyzna","Lipsk"
"Swietłana Alliłujewa","","1926-02-28T00:00:00Z","Moskwa","","kobieta","Wisconsin"
"Swietłana Alliłujewa","","1926-02-28T00:00:00Z","Petersburg","","kobieta","Wisconsin"
"Kiran Desai","","1971-09-03T00:00:00Z","Nowe Delhi","","kobieta",""
"Melina Mercouri","","1920-10-31T00:00:00Z","Ateny","","kobieta","Nowy Jork"
"Suzanne Collins","","1962-08-10T00:00:00Z","Hartford","","kobieta",""
"Isla Fisher","","1976-02-03T00:00:00Z","Maskat","","kobieta",""
"Rosario Dawson","","1979-05-09T00:00:00Z","Nowy Jork","","kobieta",""
"Mykoła Riabczuk","","1953-09-27T00:00:00Z","Łuck","","mężczyzna",""
"Ossip K. Flechtheim","","1909-03-05T00:00:00Z","Mikołajów","","mężczyzna","Berlin"
