"numer_adres";"stan_zdrowia";"y_wgs84";"dzielnica";"adres";"lokalizacja";"wiek_w_dni";"srednica_k";"pnie_obwod";"miasto";"jednostka";"x_pl2000";"wysokosc";"y_pl2000";"numer_inw";"﻿x_wgs84";"_id";"gatunek_1";"gatunek";"data_wyk_pom"
"";"średni";"52.259747";"Praga Północ";"ul. BRECHTA B";"Ulica BRECHTA B";"35";"9";"103";"Warszawa";"Dzielnica Praga Północ";"7502158";"8";"5791800.00181818";"D205476";"21.031608";1314;"Acer platanoides";"klon pospolity";"20110801"
"";"zły";"52.259704";"Praga Północ";"ul. BRECHTA B";"Ulica BRECHTA B";"35";"8";"121";"Warszawa";"Dzielnica Praga Północ";"7502151.52377622";"6";"5791795.24";"D205477";"21.031513";1315;"Acer platanoides";"klon pospolity";"20110801"
"";"zły";"52.25976";"Praga Północ";"ul. BRECHTA B";"Ulica BRECHTA B";"40";"8";"148";"Warszawa";"Dzielnica Praga Północ";"7502175";"18";"5791801.52559441";"D205478";"21.031857";1316;"Acer platanoides";"klon pospolity";"20110801"
"";"zły";"52.259805";"Praga Północ";"ul. BRECHTA B";"Ulica BRECHTA B";"40";"7";"142";"Warszawa";"Dzielnica Praga Północ";"7502182.31748252";"18";"5791806.52559441";"D205479";"21.031964";1317;"Acer platanoides";"klon pospolity";"20110801"
"";"zły";"52.259855";"Praga Północ";"ul. BRECHTA B";"Ulica BRECHTA B";"30";"7";"94";"Warszawa";"Dzielnica Praga Północ";"7502189";"16";"5791812.00181818";"D205480";"21.032062";1318;"Acer platanoides";"klon pospolity";"20110801"
"";"średni";"52.259962";"Praga Północ";"ul. BRECHTA B";"Ulica BRECHTA B";"40";"8";"86, 60";"Warszawa";"Dzielnica Praga Północ";"7502206";"18";"5791824.00181818";"D205481";"21.032311";1319;"Acer platanoides";"klon pospolity";"20110801"
"";"średni";"52.258947";"Praga Północ";"ul. BRECHTA B";"Ulica BRECHTA B";"10";"6";"43, 22";"Warszawa";"Dzielnica Praga Północ";"7502039";"8";"5791711.00181818";"D205482";"21.029864";1320;"Betula pendula";"brzoza brodawkowata";"20110801"
"";"średni";"52.263202";"Praga Północ";"ul. STARZYŃSKIEGO S";"Ulica STARZYŃSKIEGO S";"30";"6";"56";"Warszawa";"Dzielnica Praga Północ";"7501370.11118881";"8";"5792184.10769231";"D205483";"21.020069";1321;"Acer negundo";"klon jesionolistny";"20110801"
"";"średni";"52.263165";"Praga Północ";"ul. STARZYŃSKIEGO S";"Ulica STARZYŃSKIEGO S";"30";"6";"71, 69, 60, 59, 65";"Warszawa";"Dzielnica Praga Północ";"7501371";"8";"5792180.00181818";"D205484";"21.020082";1322;"Acer negundo";"klon jesionolistny";"20110801"
"";"zły";"52.263129";"Praga Północ";"ul. STARZYŃSKIEGO S";"Ulica STARZYŃSKIEGO S";"30";"3";"57, 56";"Warszawa";"Dzielnica Praga Północ";"7501371.95244755";"7";"5792176.00181818";"D205485";"21.020096";1323;"Acer negundo";"klon jesionolistny";"20110801"
"";"zły";"52.263093";"Praga Północ";"ul. STARZYŃSKIEGO S";"Ulica STARZYŃSKIEGO S";"30";"4";"40";"Warszawa";"Dzielnica Praga Północ";"7501373";"4";"5792172.00181818";"D205486";"21.020111";1324;"Acer negundo";"klon jesionolistny";"20110801"
"";"średni";"52.263039";"Praga Północ";"ul. STARZYŃSKIEGO S";"Ulica STARZYŃSKIEGO S";"30";"8";"102, 54";"Warszawa";"Dzielnica Praga Północ";"7501383";"10";"5792166.00181818";"D205487";"21.020258";1325;"Acer negundo";"klon jesionolistny";"20110801"
"";"dobry";"52.263659";"Praga Północ";"ul. JAGIELLOŃSKA";"Ulica JAGIELLOŃSKA";"50";"8";"106";"Warszawa";"Dzielnica Praga Północ";"7501528";"9";"5792235.00181818";"D205488";"21.022382";1326;"Quercus rubra";"dąb czerwony";"20110801"
"";"dobry";"52.263596";"Praga Północ";"ul. JAGIELLOŃSKA";"Ulica JAGIELLOŃSKA";"50";"7";"106";"Warszawa";"Dzielnica Praga Północ";"7501526.47622378";"9";"5792228.00181818";"D205489";"21.02236";1327;"Quercus rubra";"dąb czerwony";"20110801"
"";"średni";"52.263592";"Praga Północ";"ul. JAGIELLOŃSKA";"Ulica JAGIELLOŃSKA";"50";"12";"124";"Warszawa";"Dzielnica Praga Północ";"7501531.89412587";"10";"5792227.5786014";"D205490";"21.022439";1328;"Quercus rubra";"dąb czerwony";"20110801"
"";"dobry";"52.263525";"Praga Północ";"ul. JAGIELLOŃSKA";"Ulica JAGIELLOŃSKA";"50";"12";"136";"Warszawa";"Dzielnica Praga Północ";"7501529.40531469";"14";"5792220.09132867";"D205491";"21.022403";1329;"Quercus rubra";"dąb czerwony";"20110801"
"";"zły";"52.263037";"Praga Północ";"ul. STARZYŃSKIEGO S";"Ulica STARZYŃSKIEGO S";"15";"2";"35";"Warszawa";"Dzielnica Praga Północ";"7501336.72993007";"5";"5792165.83776224";"D205492";"21.01958";1330;"Quercus rubra";"dąb czerwony";"20110801"
"";"średni";"52.263048";"Praga Północ";"ul. STARZYŃSKIEGO S";"Ulica STARZYŃSKIEGO S";"15";"4";"36";"Warszawa";"Dzielnica Praga Północ";"7501331.51832168";"7";"5792166.9965035";"D205493";"21.019504";1331;"Quercus rubra";"dąb czerwony";"20110801"
"";"średni";"52.262958";"Praga Północ";"ul. STARZYŃSKIEGO S";"Ulica STARZYŃSKIEGO S";"15";"12";"101, 37, 38, 72";"Warszawa";"Dzielnica Praga Północ";"7501334";"8";"5792157.00181818";"D205494";"21.01954";1332;"Prunus cerasifera";"śliwa ałycza";"20110801"
"";"dobry";"52.26303";"Praga Północ";"ul. STARZYŃSKIEGO S";"Ulica STARZYŃSKIEGO S";"10";"6";"32";"Warszawa";"Dzielnica Praga Północ";"7501324";"6";"5792165.00181818";"D205495";"21.019394";1333;"Prunus cerasifera";"śliwa ałycza";"20110801"
"";"średni";"52.263039";"Praga Północ";"ul. STARZYŃSKIEGO S";"Ulica STARZYŃSKIEGO S";"40";"10";"90";"Warszawa";"Dzielnica Praga Północ";"7501302";"12";"5792166.00181818";"D205496";"21.019071";1334;"Quercus rubra";"dąb czerwony";"20110801"
"";"dobry";"52.263021";"Praga Północ";"ul. STARZYŃSKIEGO S";"Ulica STARZYŃSKIEGO S";"40";"10";"92";"Warszawa";"Dzielnica Praga Północ";"7501296";"12";"5792164.00181818";"D205497";"21.018984";1335;"Quercus rubra";"dąb czerwony";"20110801"
"";"dobry";"52.263012";"Praga Północ";"ul. STARZYŃSKIEGO S";"Ulica STARZYŃSKIEGO S";"40";"10";"101";"Warszawa";"Dzielnica Praga Północ";"7501291";"12";"5792163.00181818";"D205498";"21.01891";1336;"Quercus rubra";"dąb czerwony";"20110801"
"";"dobry";"52.262976";"Praga Północ";"ul. STARZYŃSKIEGO S";"Ulica STARZYŃSKIEGO S";"40";"10";"95";"Warszawa";"Dzielnica Praga Północ";"7501273";"12";"5792159.00181818";"D205499";"21.018647";1337;"Quercus rubra";"dąb czerwony";"20110801"
"";"średni";"52.262958";"Praga Północ";"ul. STARZYŃSKIEGO S";"Ulica STARZYŃSKIEGO S";"40";"10";"99";"Warszawa";"Dzielnica Praga Północ";"7501266";"12";"5792157.00181818";"D205500";"21.018544";1338;"Quercus rubra";"dąb czerwony";"20110801"
"";"średni";"52.262946";"Praga Północ";"ul. STARZYŃSKIEGO S";"Ulica STARZYŃSKIEGO S";"40";"10";"106";"Warszawa";"Dzielnica Praga Północ";"7501262.10587413";"12";"5792155.63146853";"D205501";"21.018487";1339;"Quercus rubra";"dąb czerwony";"20110801"
"";"średni";"52.262928";"Praga Północ";"ul. STARZYŃSKIEGO S";"Ulica STARZYŃSKIEGO S";"40";"6";"74";"Warszawa";"Dzielnica Praga Północ";"7501255.21160839";"12";"5792153.68433566";"D205502";"21.018386";1340;"Quercus rubra";"dąb czerwony";"20110801"
"";"dobry";"52.262909";"Praga Północ";"ul. STARZYŃSKIEGO S";"Ulica STARZYŃSKIEGO S";"40";"4";"32";"Warszawa";"Dzielnica Praga Północ";"7501246.15874126";"8";"5792151.52559441";"D205503";"21.018253";1341;"Quercus rubra";"dąb czerwony";"20110801"
"";"średni";"52.262895";"Praga Północ";"ul. STARZYŃSKIEGO S";"Ulica STARZYŃSKIEGO S";"40";"8";"116";"Warszawa";"Dzielnica Praga Północ";"7501238.89412587";"12";"5792149.9965035";"D205504";"21.018147";1342;"Quercus rubra";"dąb czerwony";"20110801"
"";"średni";"52.26285";"Praga Północ";"ul. STARZYŃSKIEGO S";"Ulica STARZYŃSKIEGO S";"60";"12";"174";"Warszawa";"Dzielnica Praga Północ";"7501225";"16";"5792145.00181818";"D205505";"21.017944";1343;"Quercus robur";"dąb szypułkowy";"20110801"
"";"zły";"52.262798";"Praga Północ";"ul. STARZYŃSKIEGO S";"Ulica STARZYŃSKIEGO S";"20";"3";"44, 27";"Warszawa";"Dzielnica Praga Północ";"7501222.78839161";"5";"5792139.21356643";"D205506";"21.017911";1344;"Sambucus nigra";"bez czarny";"20110801"
"";"średni";"52.262782";"Praga Północ";"ul. STARZYŃSKIEGO S";"Ulica STARZYŃSKIEGO S";"20";"4";"40, 57";"Warszawa";"Dzielnica Praga Północ";"7501220.68251748";"5";"5792137.42517482";"D205507";"21.01788";1345;"Sambucus nigra";"bez czarny";"20110801"
"";"średni";"52.26277";"Praga Północ";"ul. STARZYŃSKIEGO S";"Ulica STARZYŃSKIEGO S";"30";"7";"66";"Warszawa";"Dzielnica Praga Północ";"7501214";"6";"5792136.00181818";"D205508";"21.017782";1346;"Quercus rubra";"dąb czerwony";"20110801"
"";"średni";"52.262734";"Praga Północ";"ul. STARZYŃSKIEGO S";"Ulica STARZYŃSKIEGO S";"20";"10";"56, 62, 64";"Warszawa";"Dzielnica Praga Północ";"7501214";"6";"5792132.00181818";"D205509";"21.017782";1347;"Prunus cerasifera";"śliwa ałycza";"20110801"
"";"średni";"52.262716";"Praga Północ";"ul. STARZYŃSKIEGO S";"Ulica STARZYŃSKIEGO S";"15";"8";"38, 23";"Warszawa";"Dzielnica Praga Północ";"7501212";"4";"5792130.00181818";"D205510";"21.017753";1348;"Sambucus nigra";"bez czarny";"20110801"
"";"zły";"52.262716";"Praga Północ";"ul. STARZYŃSKIEGO S";"Ulica STARZYŃSKIEGO S";"50";"5";"237";"Warszawa";"Dzielnica Praga Północ";"7501203";"5";"5792130.00181818";"D205511";"21.017621";1349;"Salix alba";"wierzba biała";"20110801"
"";"średni";"52.262662";"Praga Północ";"ul. STARZYŃSKIEGO S";"Ulica STARZYŃSKIEGO S";"40";"6";"123";"Warszawa";"Dzielnica Praga Północ";"7501200";"6";"5792124.00181818";"D205512";"21.017577";1350;"Elaeagnus angustifolia";"oliwnik wąskolistny";"20110801"
"";"średni";"52.262608";"Praga Północ";"ul. STARZYŃSKIEGO S";"Ulica STARZYŃSKIEGO S";"40";"8";"63, 40";"Warszawa";"Dzielnica Praga Północ";"7501196";"9";"5792118.00181818";"D205513";"21.017519";1351;"Robinia pseudoacacia";"robinia biała";"20110801"
"";"dobry";"52.262581";"Praga Północ";"ul. STARZYŃSKIEGO S";"Ulica STARZYŃSKIEGO S";"40";"12";"134, 126, 144";"Warszawa";"Dzielnica Praga Północ";"7501197";"16";"5792115.00181818";"D205514";"21.017533";1352;"Populus alba";"topola biała";"20110801"
"";"średni";"52.262545";"Praga Północ";"ul. STARZYŃSKIEGO S";"Ulica STARZYŃSKIEGO S";"12";"5";"30, 26, 31";"Warszawa";"Dzielnica Praga Północ";"7501195";"5";"5792111.00181818";"D205515";"21.017504";1353;"Sambucus nigra";"bez czarny";"20110801"
"";"dobry";"52.263533";"Praga Północ";"ul. JAGIELLOŃSKA";"Ulica JAGIELLOŃSKA";"50";"8";"82";"Warszawa";"Dzielnica Praga Północ";"7501525";"10";"5792221.00181818";"D205516";"21.022338";1354;"Quercus rubra";"dąb czerwony";"20110801"
"";"dobry";"52.263467";"Praga Północ";"ul. JAGIELLOŃSKA";"Ulica JAGIELLOŃSKA";"50";"10";"119";"Warszawa";"Dzielnica Praga Północ";"7501523.16111888";"9";"5792213.68839161";"D205517";"21.022311";1355;"Quercus rubra";"dąb czerwony";"20110801"
"";"dobry";"52.263461";"Praga Północ";"ul. JAGIELLOŃSKA";"Ulica JAGIELLOŃSKA";"50";"10";"89";"Warszawa";"Dzielnica Praga Północ";"7501528";"13";"5792213.00181818";"D205518";"21.022382";1356;"Quercus rubra";"dąb czerwony";"20110801"
"";"dobry";"52.263398";"Praga Północ";"ul. JAGIELLOŃSKA";"Ulica JAGIELLOŃSKA";"50";"10";"120";"Warszawa";"Dzielnica Praga Północ";"7501524";"13";"5792206.00181818";"D205519";"21.022323";1357;"Quercus rubra";"dąb czerwony";"20110801"
"";"zły";"52.262913";"Praga Północ";"ul. STARZYŃSKIEGO S";"Ulica STARZYŃSKIEGO S";"15";"6";"40";"Warszawa";"Dzielnica Praga Północ";"7501350";"6";"5792152.00181818";"D205520";"21.019775";1358;"Prunus cerasifera";"śliwa ałycza";"20110801"
"";"średni";"52.262931";"Praga Północ";"ul. STARZYŃSKIEGO S";"Ulica STARZYŃSKIEGO S";"30";"8";"57, 45, 49";"Warszawa";"Dzielnica Praga Północ";"7501344";"5";"5792154.00181818";"D205521";"21.019687";1359;"Prunus cerasifera";"śliwa ałycza";"20110801"
"";"średni";"52.263084";"Praga Północ";"ul. STARZYŃSKIEGO S";"Ulica STARZYŃSKIEGO S";"30";"10";"69";"Warszawa";"Dzielnica Praga Północ";"7501351";"10";"5792171.00181818";"D205522";"21.019789";1360;"Acer negundo";"klon jesionolistny";"20110801"
"";"zły";"52.263038";"Praga Północ";"ul. STARZYŃSKIEGO S";"Ulica STARZYŃSKIEGO S";"15";"1";"32";"Warszawa";"Dzielnica Praga Północ";"7501345.98923077";"3";"5792165.89062937";"D205523";"21.019716";1361;"Quercus rubra";"dąb czerwony";"20110801"
"";"średni";"52.260113";"Praga Północ";"ul. RATUSZOWA";"Ulica RATUSZOWA";"40";"8";"110";"Warszawa";"Dzielnica Praga Północ";"7502442.62587413";"20";"5791840.91874126";"D205524";"21.035777";1362;"Acer saccharinum";"klon srebrzysty";"20110801"
"";"średni";"52.260088";"Praga Północ";"ul. RATUSZOWA";"Ulica RATUSZOWA";"10";"4";"49";"Warszawa";"Dzielnica Praga Północ";"7502442.9165035";"6";"5791838.08125874";"D205525";"21.035781";1363;"Morus alba";"morwa biała";"20110801"
"";"średni";"52.260267";"Praga Północ";"ul. RATUSZOWA";"Ulica RATUSZOWA";"30";"10";"134";"Warszawa";"Dzielnica Praga Północ";"7502457";"12";"5791858.00181818";"D205526";"21.035987";1364;"Acer platanoides";"klon pospolity";"20110801"
"";"średni";"52.260321";"Praga Północ";"ul. RATUSZOWA";"Ulica RATUSZOWA";"10";"6";"80";"Warszawa";"Dzielnica Praga Północ";"7502463";"8";"5791864.00181818";"D205527";"21.036075";1365;"Acer negundo";"klon jesionolistny";"20110801"
"";"średni";"52.260357";"Praga Północ";"ul. RATUSZOWA";"Ulica RATUSZOWA";"10";"4";"42";"Warszawa";"Dzielnica Praga Północ";"7502466";"10";"5791868.00181818";"D205528";"21.036119";1366;"Acer platanoides";"klon pospolity";"20110801"
"";"średni";"52.260411";"Praga Północ";"ul. RATUSZOWA";"Ulica RATUSZOWA";"40";"12";"190";"Warszawa";"Dzielnica Praga Północ";"7502468";"18";"5791874.00181818";"D205529";"21.036149";1367;"Acer negundo";"klon jesionolistny";"20110801"
"";"średni";"52.260485";"Praga Północ";"ul. RATUSZOWA";"Ulica RATUSZOWA";"10";"7";"81";"Warszawa";"Dzielnica Praga Północ";"7502476.68671329";"12";"5791882.28335664";"D205530";"21.036276";1368;"Acer platanoides";"klon pospolity";"20110801"
"";"średni";"52.260531";"Praga Północ";"ul. RATUSZOWA";"Ulica RATUSZOWA";"5";"4";"29, 25";"Warszawa";"Dzielnica Praga Północ";"7502480.67832168";"8";"5791887.43244755";"D205531";"21.036335";1369;"Acer pseudoplatanus";"klon jawor";"20110801"
"";"średni";"52.260716";"Praga Północ";"ul. RATUSZOWA";"Ulica RATUSZOWA";"60";"12";"200";"Warszawa";"Dzielnica Praga Północ";"7502496";"20";"5791908.00181818";"D205532";"21.036559";1370;"Acer saccharinum";"klon srebrzysty";"20110801"
"";"dobry";"52.260797";"Praga Północ";"ul. RATUSZOWA";"Ulica RATUSZOWA";"30";"8";"104";"Warszawa";"Dzielnica Praga Północ";"7502502";"18";"5791917.00181818";"D205533";"21.036647";1371;"Tilia cordata";"lipa drobnolistna";"20110801"
"";"średni";"52.261148";"Praga Północ";"ul. NAMYSŁOWSKA";"Ulica NAMYSŁOWSKA";"5";"2";"12";"Warszawa";"Dzielnica Praga Północ";"7502492";"5";"5791956.00181818";"D205535";"21.036501";1372;"Acer pseudoplatanus 'Leopoldii'";"klon jawor ""Leopoldii""";"20110801"
"";"średni";"52.26121";"Praga Północ";"ul. NAMYSŁOWSKA";"Ulica NAMYSŁOWSKA";"5";"2";"12";"Warszawa";"Dzielnica Praga Północ";"7502486.31748252";"5";"5791963.00181818";"D205536";"21.036418";1373;"Acer pseudoplatanus 'Leopoldii'";"klon jawor ""Leopoldii""";"20110801"
"";"średni";"52.261278";"Praga Północ";"ul. NAMYSŁOWSKA";"Ulica NAMYSŁOWSKA";"5";"2";"14";"Warszawa";"Dzielnica Praga Północ";"7502480.84125874";"5";"5791970.52559441";"D205537";"21.036338";1374;"Acer pseudoplatanus 'Leopoldii'";"klon jawor ""Leopoldii""";"20110801"
"";"średni";"52.261849";"Praga Północ";"ul. NAMYSŁOWSKA";"Ulica NAMYSŁOWSKA";"20";"10";"126";"Warszawa";"Dzielnica Praga Północ";"7502432";"12";"5792034.00181818";"D205538";"21.035623";1375;"Acer saccharinum";"klon srebrzysty";"20110801"
"";"średni";"52.261948";"Praga Północ";"ul. NAMYSŁOWSKA";"Ulica NAMYSŁOWSKA";"20";"10";"140";"Warszawa";"Dzielnica Praga Północ";"7502425";"18";"5792045.00181818";"D205539";"21.03552";1376;"Acer saccharinum";"klon srebrzysty";"20110801"
"";"średni";"52.261993";"Praga Północ";"ul. NAMYSŁOWSKA";"Ulica NAMYSŁOWSKA";"20";"14";"112";"Warszawa";"Dzielnica Praga Północ";"7502421";"18";"5792050.00181818";"D205540";"21.035462";1377;"Acer saccharinum";"klon srebrzysty";"20110801"
"";"średni";"52.262077";"Praga Północ";"ul. NAMYSŁOWSKA";"Ulica NAMYSŁOWSKA";"20";"14";"112";"Warszawa";"Dzielnica Praga Północ";"7502414.22503497";"18";"5792059.38937063";"D205541";"21.035362";1378;"Acer saccharinum";"klon srebrzysty";"20110801"
"";"średni";"52.262244";"Praga Północ";"ul. NAMYSŁOWSKA";"Ulica NAMYSŁOWSKA";"5";"2";"16";"Warszawa";"Dzielnica Praga Północ";"7502400";"5";"5792078.00181818";"D205543";"21.035154";1379;"Acer pseudoplatanus 'Leopoldii'";"klon jawor ""Leopoldii""";"20110801"
"";"zły";"52.263711";"Praga Północ";"ul. NAMYSŁOWSKA";"Ulica NAMYSŁOWSKA";"30";"8";"87";"Warszawa";"Dzielnica Praga Północ";"7502276.18867133";"12";"5792241.15272727";"D205560";"21.033342";1395;"Acer saccharinum";"klon srebrzysty";"20110801"
"";"średni";"52.262361";"Praga Północ";"ul. NAMYSŁOWSKA";"Ulica NAMYSŁOWSKA";"5";"2";"16";"Warszawa";"Dzielnica Praga Północ";"7502390";"5";"5792091.00181818";"D205544";"21.035008";1380;"Acer pseudoplatanus 'Leopoldii'";"klon jawor ""Leopoldii""";"20110801"
"";"średni";"52.262406";"Praga Północ";"ul. NAMYSŁOWSKA";"Ulica NAMYSŁOWSKA";"5";"2";"16";"Warszawa";"Dzielnica Praga Północ";"7502386";"5";"5792096.00181818";"D205545";"21.034949";1381;"Acer pseudoplatanus 'Leopoldii'";"klon jawor ""Leopoldii""";"20110801"
"";"średni";"52.262447";"Praga Północ";"ul. NAMYSŁOWSKA";"Ulica NAMYSŁOWSKA";"5";"2";"15";"Warszawa";"Dzielnica Praga Północ";"7502382.6227972";"5";"5792100.54923077";"D205546";"21.0349";1382;"Acer pseudoplatanus 'Leopoldii'";"klon jawor ""Leopoldii""";"20110801"
"";"średni";"52.262523";"Praga Północ";"ul. NAMYSŁOWSKA";"Ulica NAMYSŁOWSKA";"5";"2";"15";"Warszawa";"Dzielnica Praga Północ";"7502376";"5";"5792109.00181818";"D205547";"21.034803";1383;"Acer pseudoplatanus 'Leopoldii'";"klon jawor ""Leopoldii""";"20110801"
"";"średni";"52.262579";"Praga Północ";"ul. NAMYSŁOWSKA";"Ulica NAMYSŁOWSKA";"5";"2";"15";"Warszawa";"Dzielnica Praga Północ";"7502371.15090909";"5";"5792115.26587413";"D205548";"21.034732";1384;"Acer pseudoplatanus 'Leopoldii'";"klon jawor ""Leopoldii""";"20110801"
"";"średni";"52.262654";"Praga Północ";"ul. NAMYSŁOWSKA";"Ulica NAMYSŁOWSKA";"5";"2";"15";"Warszawa";"Dzielnica Praga Północ";"7502365.07538462";"5";"5792123.58699301";"D205549";"21.034643";1385;"Acer pseudoplatanus 'Leopoldii'";"klon jawor ""Leopoldii""";"20110801"
"";"średni";"52.262696";"Praga Północ";"ul. NAMYSŁOWSKA";"Ulica NAMYSŁOWSKA";"5";"2";"14";"Warszawa";"Dzielnica Praga Północ";"7502361.6227972";"5";"5792128.26587413";"D205550";"21.034592";1386;"Acer pseudoplatanus 'Leopoldii'";"klon jawor ""Leopoldii""";"20110801"
"";"średni";"52.262262";"Praga Północ";"ul. NAMYSŁOWSKA";"Ulica NAMYSŁOWSKA";"30";"8";"130";"Warszawa";"Dzielnica Praga Północ";"7502389";"16";"5792080.00181818";"D205552";"21.034993";1387;"Fraxinus excelsior";"jesion wyniosły";"20110801"
"";"średni";"52.263242";"Praga Północ";"ul. NAMYSŁOWSKA";"Ulica NAMYSŁOWSKA";"30";"10";"118";"Warszawa";"Dzielnica Praga Północ";"7502316";"16";"5792189.00181818";"D205553";"21.033925";1388;"Acer saccharinum";"klon srebrzysty";"20110801"
"";"dobry";"52.262338";"Praga Północ";"ul. STARZYŃSKIEGO S";"Ulica STARZYŃSKIEGO S";"30";"6";"82";"Warszawa";"Dzielnica Praga Północ";"7501182";"10";"5792088.00181818";"D205570";"21.017313";1405;"Robinia pseudoacacia";"robinia biała";"20110801"
"";"średni";"52.263271";"Praga Północ";"ul. NAMYSŁOWSKA";"Ulica NAMYSŁOWSKA";"5";"2";"14";"Warszawa";"Dzielnica Praga Północ";"7502313.11314685";"5";"5792192.22825175";"D205554";"21.033882";1389;"Acer pseudoplatanus 'Leopoldii'";"klon jawor ""Leopoldii""";"20110801"
"";"średni";"52.263323";"Praga Północ";"ul. NAMYSŁOWSKA";"Ulica NAMYSŁOWSKA";"30";"8";"108";"Warszawa";"Dzielnica Praga Północ";"7502309";"16";"5792198.00181818";"D205555";"21.033822";1390;"Acer saccharinum";"klon srebrzysty";"20110801"
"";"średni";"52.263358";"Praga Północ";"ul. NAMYSŁOWSKA";"Ulica NAMYSŁOWSKA";"30";"6";"84";"Warszawa";"Dzielnica Praga Północ";"7502305.77370629";"16";"5792201.88867133";"D205556";"21.033775";1391;"Acer saccharinum";"klon srebrzysty";"20110801"
"";"zły";"52.263395";"Praga Północ";"ul. NAMYSŁOWSKA";"Ulica NAMYSŁOWSKA";"30";"8";"153";"Warszawa";"Dzielnica Praga Północ";"7502303";"16";"5792206.00181818";"D205557";"21.033734";1392;"Acer saccharinum";"klon srebrzysty";"20110801"
"";"średni";"52.263433";"Praga Północ";"ul. NAMYSŁOWSKA";"Ulica NAMYSŁOWSKA";"5";"2";"15";"Warszawa";"Dzielnica Praga Północ";"7502299.3772028";"5";"5792210.22825175";"D205558";"21.033681";1393;"Acer saccharinum";"klon srebrzysty";"20110801"
"";"zły";"52.263666";"Praga Północ";"ul. NAMYSŁOWSKA";"Ulica NAMYSŁOWSKA";"30";"8";"125";"Warszawa";"Dzielnica Praga Północ";"7502280.26405594";"14";"5792236.1151049";"D205559";"21.033401";1394;"Acer saccharinum";"klon srebrzysty";"20110801"
"";"zły";"52.263764";"Praga Północ";"ul. NAMYSŁOWSKA";"Ulica NAMYSŁOWSKA";"30";"7";"100";"Warszawa";"Dzielnica Praga Północ";"7502272";"12";"5792247.00181818";"D205561";"21.03328";1396;"Acer saccharinum";"klon srebrzysty";"20110801"
"";"średni";"52.263818";"Praga Północ";"ul. NAMYSŁOWSKA";"Ulica NAMYSŁOWSKA";"50";"12";"145";"Warszawa";"Dzielnica Praga Północ";"7502268";"20";"5792253.00181818";"D205562";"21.033222";1397;"Acer saccharinum";"klon srebrzysty";"20110801"
"";"zły";"52.263899";"Praga Północ";"ul. NAMYSŁOWSKA";"Ulica NAMYSŁOWSKA";"30";"8";"110";"Warszawa";"Dzielnica Praga Północ";"7502261";"14";"5792262.00181818";"D205563";"21.033119";1398;"Acer saccharinum";"klon srebrzysty";"20110801"
"";"średni";"52.262518";"Praga Północ";"ul. STARZYŃSKIEGO S";"Ulica STARZYŃSKIEGO S";"12";"4";"48";"Warszawa";"Dzielnica Praga Północ";"7501192";"5";"5792108.00181818";"D205564";"21.01746";1399;"Prunus cerasifera";"śliwa ałycza";"20110801"
"";"dobry";"52.262527";"Praga Północ";"ul. STARZYŃSKIEGO S";"Ulica STARZYŃSKIEGO S";"40";"6";"113";"Warszawa";"Dzielnica Praga Północ";"7501188";"10";"5792109.00181818";"D205565";"21.017401";1400;"Robinia pseudoacacia";"robinia biała";"20110801"
"";"dobry";"52.262419";"Praga Północ";"ul. STARZYŃSKIEGO S";"Ulica STARZYŃSKIEGO S";"25";"8";"44, 47";"Warszawa";"Dzielnica Praga Północ";"7501186";"10";"5792097.00181818";"D205566";"21.017372";1401;"Robinia pseudoacacia";"robinia biała";"20110801"
"";"dobry";"52.262419";"Praga Północ";"ul. STARZYŃSKIEGO S";"Ulica STARZYŃSKIEGO S";"30";"8";"72, 41";"Warszawa";"Dzielnica Praga Północ";"7501184";"10";"5792097.00181818";"D205567";"21.017343";1402;"Robinia pseudoacacia";"robinia biała";"20110801"
"";"dobry";"52.262401";"Praga Północ";"ul. STARZYŃSKIEGO S";"Ulica STARZYŃSKIEGO S";"20";"8";"40, 27";"Warszawa";"Dzielnica Praga Północ";"7501188";"10";"5792095.00181818";"D205568";"21.017401";1403;"Acer platanoides";"klon pospolity";"20110801"
"";"dobry";"52.262338";"Praga Północ";"ul. STARZYŃSKIEGO S";"Ulica STARZYŃSKIEGO S";"35";"10";"174";"Warszawa";"Dzielnica Praga Północ";"7501185";"18";"5792088.00181818";"D205569";"21.017357";1404;"Populus x canadensis";"topola kanadyjska";"20110801"
"";"średni";"52.26021";"Praga Północ";"ul. SKOCZYLASA W";"Ulica SKOCZYLASA W";"50";"9";"165";"Warszawa";"Dzielnica Praga Północ";"7501824.56867133";"12";"5791851.43328671";"D205571";"21.026724";1406;"Acer saccharinum";"klon srebrzysty";"20110801"
"";"dobry";"52.26029";"Praga Północ";"ul. SKOCZYLASA W";"Ulica SKOCZYLASA W";"50";"9";"161";"Warszawa";"Dzielnica Praga Północ";"7501817.28755245";"15";"5791860.33734266";"D205572";"21.026618";1407;"Acer saccharinum";"klon srebrzysty";"20110801"
"";"dobry";"52.260346";"Praga Północ";"ul. SKOCZYLASA W";"Ulica SKOCZYLASA W";"50";"7";"143";"Warszawa";"Dzielnica Praga Północ";"7501812.89762238";"18";"5791866.53552448";"D205573";"21.026553";1408;"Acer saccharinum";"klon srebrzysty";"20110801"
