"numer_adres";"stan_zdrowia";"y_wgs84";"dzielnica";"adres";"lokalizacja";"wiek_w_dni";"srednica_k";"pnie_obwod";"miasto";"jednostka";"x_pl2000";"wysokosc";"y_pl2000";"numer_inw";"﻿x_wgs84";"_id";"gatunek_1";"gatunek";"data_wyk_pom"
"";"średni";"52.248003";"Śródmieście";"ul. ANDRIOLLEGO ME";"Park Ogród Krasińskich";"0";"10";"152";"Warszawa";"Zarząd Terenów Publicznych";"7499984.59496504";"16";"5790492.86";"D204086";"20.999774";94;"Acer saccharinum";"klon srebrzysty";"20110912"
"";"średni";"52.24807";"Śródmieście";"ul. ANDRIOLLEGO ME";"Park Ogród Krasińskich";"0";"12";"191";"Warszawa";"Zarząd Terenów Publicznych";"7499990.01496504";"16";"5790500.28993007";"D204087";"20.999854";95;"Acer saccharinum";"klon srebrzysty";"20110912"
"";"dobry";"52.248116";"Śródmieście";"ul. ANDRIOLLEGO ME";"Park Ogród Krasińskich";"0";"12";"154";"Warszawa";"Zarząd Terenów Publicznych";"7499993.09496504";"16";"5790505.46993007";"D204088";"20.999899";96;"Acer pseudoplatanus 'Atropurpureum'";"klon jawor ""Atropurpureum""";"20110912"
"";"dobry";"52.248186";"Śródmieście";"ul. ANDRIOLLEGO ME";"Park Ogród Krasińskich";"0";"7";"96";"Warszawa";"Zarząd Terenów Publicznych";"7499989.62503496";"10";"5790513.25006993";"D204089";"20.999848";97;"Tilia cordata";"lipa drobnolistna";"20110912"
"";"średni";"52.248162";"Śródmieście";"ul. ANDRIOLLEGO ME";"Park Ogród Krasińskich";"0";"9";"134";"Warszawa";"Zarząd Terenów Publicznych";"7499983.03496503";"17";"5790510.6";"D204090";"20.999752";98;"Acer platanoides";"klon pospolity";"20110912"
"";"średni";"52.24812";"Śródmieście";"ul. ANDRIOLLEGO ME";"Park Ogród Krasińskich";"0";"6";"132";"Warszawa";"Zarząd Terenów Publicznych";"7499979.27496503";"14";"5790505.92";"D204091";"20.999697";99;"Tilia cordata";"lipa drobnolistna";"20110912"
"";"zły";"52.248077";"Śródmieście";"ul. ANDRIOLLEGO ME";"Park Ogród Krasińskich";"0";"5";"107";"Warszawa";"Zarząd Terenów Publicznych";"7499982.40503496";"12";"5790501.04993007";"D204092";"20.999742";100;"Acer saccharinum";"klon srebrzysty";"20110912"
"";"dobry";"52.248029";"Śródmieście";"ul. ANDRIOLLEGO ME";"Park Ogród Krasińskich";"0";"12";"148";"Warszawa";"Zarząd Terenów Publicznych";"7499975.01496504";"15";"5790495.74";"D204093";"20.999634";101;"Tilia cordata";"lipa drobnolistna";"20110912"
"";"średni";"52.248088";"Śródmieście";"ul. ANDRIOLLEGO ME";"Park Ogród Krasińskich";"0";"8";"134";"Warszawa";"Zarząd Terenów Publicznych";"7499973.62503496";"15";"5790502.33006993";"D204094";"20.999614";102;"Tilia cordata";"lipa drobnolistna";"20110912"
"";"dobry";"52.248136";"Śródmieście";"ul. ANDRIOLLEGO ME";"Park Ogród Krasińskich";"0";"8";"129";"Warszawa";"Zarząd Terenów Publicznych";"7499974.02503497";"12";"5790507.7";"D204095";"20.99962";103;"Tilia cordata";"lipa drobnolistna";"20110912"
"";"średni";"52.248212";"Śródmieście";"ul. ANDRIOLLEGO ME";"Park Ogród Krasińskich";"0";"6";"112";"Warszawa";"Zarząd Terenów Publicznych";"7499972.09496504";"10";"5790516.12993007";"D204096";"20.999591";104;"Tilia cordata";"lipa drobnolistna";"20110912"
"";"średni";"52.248183";"Śródmieście";"ul. ANDRIOLLEGO ME";"Park Ogród Krasińskich";"0";"12";"148";"Warszawa";"Zarząd Terenów Publicznych";"7499978.41496504";"15";"5790512.92993007";"D204097";"20.999684";105;"Acer pseudoplatanus";"klon jawor";"20110912"
"";"średni";"52.248221";"Śródmieście";"ul. ANDRIOLLEGO ME";"Park Ogród Krasińskich";"0";"12";"173";"Warszawa";"Zarząd Terenów Publicznych";"7499983.32503496";"17";"5790517.07006993";"D204098";"20.999756";106;"Acer pseudoplatanus";"klon jawor";"20110912"
"";"dobry";"52.248269";"Śródmieście";"ul. ANDRIOLLEGO ME";"Park Ogród Krasińskich";"0";"6";"107";"Warszawa";"Zarząd Terenów Publicznych";"7499983.71496504";"13";"5790522.46";"D204099";"20.999762";107;"Tilia cordata";"lipa drobnolistna";"20110912"
"";"dobry";"52.248261";"Śródmieście";"ul. ANDRIOLLEGO ME";"Park Ogród Krasińskich";"0";"8";"112";"Warszawa";"Zarząd Terenów Publicznych";"7499977.50559441";"12";"5790521.58965035";"D204100";"20.999671";108;"Tilia cordata";"lipa drobnolistna";"20110912"
"";"średni";"52.248269";"Śródmieście";"ul. ANDRIOLLEGO ME";"Park Ogród Krasińskich";"0";"10";"121";"Warszawa";"Zarząd Terenów Publicznych";"7499971.44503496";"14";"5790522.48";"D204101";"20.999582";109;"Tilia cordata";"lipa drobnolistna";"20110912"
"";"dobry";"52.248328";"Śródmieście";"ul. ANDRIOLLEGO ME";"Park Ogród Krasińskich";"0";"9";"120";"Warszawa";"Zarząd Terenów Publicznych";"7499971.39496503";"14";"5790529";"D204103";"20.999581";110;"Tilia cordata";"lipa drobnolistna";"20110912"
"";"dobry";"52.248363";"Śródmieście";"ul. ANDRIOLLEGO ME";"Park Ogród Krasińskich";"0";"8";"142";"Warszawa";"Zarząd Terenów Publicznych";"7499977.49622378";"14";"5790532.92825175";"D204104";"20.99967";111;"Tilia cordata";"lipa drobnolistna";"20110912"
"";"dobry";"52.248312";"Śródmieście";"ul. ANDRIOLLEGO ME";"Park Ogród Krasińskich";"0";"10";"137";"Warszawa";"Zarząd Terenów Publicznych";"7499980.30503497";"15";"5790527.24";"D204105";"20.999712";112;"Tilia cordata";"lipa drobnolistna";"20110912"
"";"dobry";"52.24882";"Śródmieście";"ul. ANDRIOLLEGO ME";"Park Ogród Krasińskich";"0";"7";"98";"Warszawa";"Zarząd Terenów Publicznych";"7499962.88";"11";"5790583.75006993";"D204106";"20.999456";113;"Tilia cordata";"lipa drobnolistna";"20110914"
"";"średni";"52.26246";"Praga Północ";"ul. JAGIELLOŃSKA";"Ulica JAGIELLOŃSKA";"70";"15";"165";"Warszawa";"Dzielnica Praga Północ";"7501480.39692308";"15";"5792101.63692308";"D205066";"21.021684";906;"Acer platanoides";"klon pospolity";"20110801"
"";"dobry";"52.248907";"Śródmieście";"ul. ANDRIOLLEGO ME";"Park Ogród Krasińskich";"0";"10";"151";"Warszawa";"Zarząd Terenów Publicznych";"7499965.48503497";"15";"5790593.49006993";"D204107";"20.999495";114;"Fraxinus excelsior";"jesion wyniosły";"20110914"
"";"średni";"52.249031";"Śródmieście";"ul. ANDRIOLLEGO ME";"Park Ogród Krasińskich";"0";"3";"45";"Warszawa";"Zarząd Terenów Publicznych";"7499962.15034965";"5";"5790607.27622378";"D204109";"20.999446";115;"Sambucus nigra";"bez czarny";"20110914"
"";"dobry";"52.249112";"Śródmieście";"ul. ANDRIOLLEGO ME";"Park Ogród Krasińskich";"0";"3";"42";"Warszawa";"Zarząd Terenów Publicznych";"7499979.18951049";"6";"5790616.21916084";"D204116";"20.999695";116;"Picea pungens";"świerk kłujący";"20110914"
"";"dobry";"52.2492";"Śródmieście";"ul. ANDRIOLLEGO ME";"Park Ogród Krasińskich";"0";"12";"175";"Warszawa";"Zarząd Terenów Publicznych";"7499971.28503496";"15";"5790626.06";"D204117";"20.99958";117;"Quercus robur";"dąb szypułkowy";"20110914"
"";"dobry";"52.249207";"Śródmieście";"ul. ANDRIOLLEGO ME";"Park Ogród Krasińskich";"0";"7";"117";"Warszawa";"Zarząd Terenów Publicznych";"7499977.25496504";"14";"5790626.8";"D204118";"20.999667";118;"Quercus robur";"dąb szypułkowy";"20110914"
"";"dobry";"52.248742";"Śródmieście";"ul. ANDRIOLLEGO ME";"Park Ogród Krasińskich";"0";"9";"168";"Warszawa";"Zarząd Terenów Publicznych";"7500041.07496503";"15";"5790575.08993007";"D204119";"21.000601";119;"Tilia cordata";"lipa drobnolistna";"20110914"
"";"dobry";"52.248754";"Śródmieście";"ul. ANDRIOLLEGO ME";"Park Ogród Krasińskich";"0";"11";"218";"Warszawa";"Zarząd Terenów Publicznych";"7500043.10503497";"18";"5790576.44";"D204120";"21.000631";120;"Robinia pseudoacacia";"robinia biała";"20110914"
"";"średni";"52.248774";"Śródmieście";"ul. ANDRIOLLEGO ME";"Park Ogród Krasińskich";"0";"7";"101";"Warszawa";"Zarząd Terenów Publicznych";"7500049.82503496";"12";"5790578.66";"D204122";"21.00073";121;"Acer platanoides";"klon pospolity";"20110914"
"";"dobry";"52.248794";"Śródmieście";"ul. ANDRIOLLEGO ME";"Park Ogród Krasińskich";"0";"10";"150";"Warszawa";"Zarząd Terenów Publicznych";"7500050.72503497";"17";"5790580.9";"D204123";"21.000743";122;"Acer platanoides";"klon pospolity";"20110914"
"";"dobry";"52.248888";"Śródmieście";"ul. ANDRIOLLEGO ME";"Park Ogród Krasińskich";"0";"6";"63, 71";"Warszawa";"Zarząd Terenów Publicznych";"7500050.53496503";"8";"5790591.33006993";"D204125";"21.00074";123;"Fraxinus pennsylvanica";"jesion pensylwański";"20110914"
"";"dobry";"52.248863";"Śródmieście";"ul. ANDRIOLLEGO ME";"Park Ogród Krasińskich";"0";"15";"235";"Warszawa";"Zarząd Terenów Publicznych";"7500061.91496504";"18";"5790588.6";"D204126";"21.000907";124;"Acer platanoides";"klon pospolity";"20110914"
"";"dobry";"52.248991";"Śródmieście";"ul. ANDRIOLLEGO ME";"Park Ogród Krasińskich";"0";"10";"196";"Warszawa";"Zarząd Terenów Publicznych";"7500064.17496504";"15";"5790602.76993007";"D204127";"21.00094";125;"Aesculus hippocastanum";"kasztanowiec pospolity";"20110914"
"";"dobry";"52.249076";"Śródmieście";"ul. ANDRIOLLEGO ME";"Park Ogród Krasińskich";"0";"10";"178";"Warszawa";"Zarząd Terenów Publicznych";"7500065.10503497";"17";"5790612.28";"D204128";"21.000953";126;"Aesculus hippocastanum";"kasztanowiec pospolity";"20110914"
"";"dobry";"52.24906";"Śródmieście";"ul. ANDRIOLLEGO ME";"Park Ogród Krasińskich";"0";"12";"187";"Warszawa";"Zarząd Terenów Publicznych";"7500058.27496503";"18";"5790610.42";"D204129";"21.000853";127;"Aesculus hippocastanum";"kasztanowiec pospolity";"20110914"
"";"dobry";"52.249102";"Śródmieście";"ul. ANDRIOLLEGO ME";"Park Ogród Krasińskich";"0";"15";"188";"Warszawa";"Zarząd Terenów Publicznych";"7500044.98223776";"20";"5790615.18405594";"D204130";"21.000659";128;"Acer platanoides";"klon pospolity";"20110914"
"";"dobry";"52.249182";"Śródmieście";"ul. ANDRIOLLEGO ME";"Park Ogród Krasińskich";"0";"10";"132";"Warszawa";"Zarząd Terenów Publicznych";"7500047.43496503";"18";"5790624.04993007";"D204131";"21.000695";129;"Quercus robur";"dąb szypułkowy";"20110914"
"";"dobry";"52.249104";"Śródmieście";"ul. ANDRIOLLEGO ME";"Park Ogród Krasińskich";"0";"10";"184";"Warszawa";"Zarząd Terenów Publicznych";"7500072.99496503";"16";"5790615.41006993";"D204132";"21.001069";130;"Acer pseudoplatanus 'Atropurpureum'";"klon jawor ""Atropurpureum""";"20110914"
"";"zły";"52.248326";"Śródmieście";"ul. ANDRIOLLEGO ME";"Park Ogród Krasińskich";"0";"3";"67";"Warszawa";"Zarząd Terenów Publicznych";"7500307.90503496";"4";"5790528.82";"D204309";"21.004509";273;"Malus  sp.";"jabłoń  sp.";"20110928"
"";"dobry";"52.249082";"Śródmieście";"ul. ANDRIOLLEGO ME";"Park Ogród Krasińskich";"0";"10";"150";"Warszawa";"Zarząd Terenów Publicznych";"7500079.26503497";"16";"5790612.87006993";"D204133";"21.001161";131;"Acer pseudoplatanus";"klon jawor";"20110914"
"";"dobry";"52.249061";"Śródmieście";"ul. ANDRIOLLEGO ME";"Park Ogród Krasińskich";"0";"7";"84";"Warszawa";"Zarząd Terenów Publicznych";"7500084.76503497";"17";"5790610.64";"D204134";"21.001241";132;"Fraxinus pennsylvanica";"jesion pensylwański";"20110914"
"";"dobry";"52.249027";"Śródmieście";"ul. ANDRIOLLEGO ME";"Park Ogród Krasińskich";"0";"14";"450";"Warszawa";"Zarząd Terenów Publicznych";"7500095.34587413";"18";"5790606.84965035";"D204135";"21.001396";133;"Acer saccharinum";"klon srebrzysty";"20110914"
"";"dobry";"52.248916";"Śródmieście";"ul. ANDRIOLLEGO ME";"Park Ogród Krasińskich";"0";"5";"83";"Warszawa";"Zarząd Terenów Publicznych";"7500077.94503496";"10";"5790594.4";"D204136";"21.001141";134;"Acer campestre";"klon polny";"20110914"
"";"dobry";"52.248863";"Śródmieście";"ul. ANDRIOLLEGO ME";"Park Ogród Krasińskich";"0";"14";"240";"Warszawa";"Zarząd Terenów Publicznych";"7500072.10503497";"18";"5790588.56";"D204137";"21.001056";135;"Acer saccharinum";"klon srebrzysty";"20110914"
"";"dobry";"52.248994";"Śródmieście";"ul. ANDRIOLLEGO ME";"Park Ogród Krasińskich";"0";"8";"87";"Warszawa";"Zarząd Terenów Publicznych";"7500081.10503497";"12";"5790603.12";"D204138";"21.001188";136;"Fraxinus pennsylvanica";"jesion pensylwański";"20110914"
"";"średni";"52.249039";"Śródmieście";"ul. ANDRIOLLEGO ME";"Park Ogród Krasińskich";"0";"5";"64";"Warszawa";"Zarząd Terenów Publicznych";"7500079.66503496";"11";"5790608.11006993";"D204139";"21.001167";137;"Fraxinus pennsylvanica";"jesion pensylwański";"20110914"
"";"średni";"52.24899";"Śródmieście";"ul. ANDRIOLLEGO ME";"Park Ogród Krasińskich";"0";"9";"140";"Warszawa";"Zarząd Terenów Publicznych";"7500073.40503496";"15";"5790602.65006993";"D204141";"21.001075";138;"Acer pseudoplatanus";"klon jawor";"20110914"
"";"średni";"52.249048";"Śródmieście";"ul. ANDRIOLLEGO ME";"Park Ogród Krasińskich";"0";"8";"134";"Warszawa";"Zarząd Terenów Publicznych";"7500073.3986014";"16";"5790609.19118881";"D204142";"21.001075";139;"Acer pseudoplatanus";"klon jawor";"20110914"
"";"dobry";"52.249309";"Śródmieście";"ul. ANDRIOLLEGO ME";"Park Ogród Krasińskich";"0";"11";"179";"Warszawa";"Zarząd Terenów Publicznych";"7500059.66671329";"15";"5790638.2027972";"D204143";"21.000874";140;"Quercus robur";"dąb szypułkowy";"20110914"
"";"dobry";"52.249316";"Śródmieście";"ul. ANDRIOLLEGO ME";"Park Ogród Krasińskich";"0";"12";"160";"Warszawa";"Zarząd Terenów Publicznych";"7500065.64503497";"16";"5790638.98";"D204144";"21.000961";141;"Quercus robur";"dąb szypułkowy";"20110914"
"";"dobry";"52.249291";"Śródmieście";"ul. ANDRIOLLEGO ME";"Park Ogród Krasińskich";"0";"8";"146";"Warszawa";"Zarząd Terenów Publicznych";"7500070.59496504";"15";"5790636.23006993";"D204145";"21.001034";142;"Quercus rubra";"dąb czerwony";"20110914"
"";"średni";"52.249332";"Śródmieście";"ul. ANDRIOLLEGO ME";"Park Ogród Krasińskich";"0";"9";"131";"Warszawa";"Zarząd Terenów Publicznych";"7500077.32503496";"18";"5790640.72";"D204147";"21.001132";143;"Quercus robur";"dąb szypułkowy";"20110914"
"";"dobry";"52.24929";"Śródmieście";"ul. ANDRIOLLEGO ME";"Park Ogród Krasińskich";"0";"13";"151";"Warszawa";"Zarząd Terenów Publicznych";"7500081.95496503";"18";"5790636.08";"D204149";"21.0012";144;"Acer platanoides";"klon pospolity";"20110914"
"";"dobry";"52.24692";"Śródmieście";"ul. ANDRIOLLEGO ME";"Park Ogród Krasińskich";"0";"10";"148";"Warszawa";"Zarząd Terenów Publicznych";"7500049.50503497";"15";"5790372.41986014";"D204150";"21.000725";145;"Tilia platyphyllos";"lipa szerokolistna";"20110912"
"";"średni";"52.249242";"Śródmieście";"ul. ANDRIOLLEGO ME";"Park Ogród Krasińskich";"0";"9";"133";"Warszawa";"Zarząd Terenów Publicznych";"7500080.24503496";"15";"5790630.76993007";"D204151";"21.001175";146;"Acer pseudoplatanus 'Atropurpureum'";"klon jawor ""Atropurpureum""";"20110914"
"";"średni";"52.249192";"Śródmieście";"ul. ANDRIOLLEGO ME";"Park Ogród Krasińskich";"0";"12";"131";"Warszawa";"Zarząd Terenów Publicznych";"7500082.15496503";"15";"5790625.2";"D204152";"21.001203";147;"Acer pseudoplatanus 'Atropurpureum'";"klon jawor ""Atropurpureum""";"20110914"
"";"dobry";"52.249146";"Śródmieście";"ul. ANDRIOLLEGO ME";"Park Ogród Krasińskich";"0";"8";"87";"Warszawa";"Zarząd Terenów Publicznych";"7500086.34503497";"12";"5790620.07006993";"D204153";"21.001264";148;"Fraxinus pennsylvanica";"jesion pensylwański";"20110914"
"";"dobry";"52.249209";"Śródmieście";"ul. ANDRIOLLEGO ME";"Park Ogród Krasińskich";"0";"9";"150";"Warszawa";"Zarząd Terenów Publicznych";"7500089.07496503";"12";"5790627.04";"D204154";"21.001304";149;"Aesculus hippocastanum";"kasztanowiec pospolity";"20110914"
"";"dobry";"52.249253";"Śródmieście";"ul. ANDRIOLLEGO ME";"Park Ogród Krasińskich";"0";"15";"194";"Warszawa";"Zarząd Terenów Publicznych";"7500089.10503497";"17";"5790632";"D204155";"21.001305";150;"Acer platanoides";"klon pospolity";"20110914"
"";"dobry";"52.249347";"Śródmieście";"ul. ANDRIOLLEGO ME";"Park Ogród Krasińskich";"0";"6";"145";"Warszawa";"Zarząd Terenów Publicznych";"7500089.47496504";"16";"5790642.37006993";"D204156";"21.00131";151;"Quercus robur";"dąb szypułkowy";"20110914"
"";"dobry";"52.249264";"Śródmieście";"ul. ANDRIOLLEGO ME";"Park Ogród Krasińskich";"0";"11";"157";"Warszawa";"Zarząd Terenów Publicznych";"7500107.53496503";"17";"5790633.12993007";"D204162";"21.001575";152;"Acer platanoides";"klon pospolity";"20110915"
"";"średni";"52.249313";"Śródmieście";"ul. ANDRIOLLEGO ME";"Park Ogród Krasińskich";"0";"10";"238";"Warszawa";"Zarząd Terenów Publicznych";"7500102.48503497";"18";"5790638.57006993";"D204163";"21.001501";153;"Acer saccharinum";"klon srebrzysty";"20110915"
"";"dobry";"52.249361";"Śródmieście";"ul. ANDRIOLLEGO ME";"Park Ogród Krasińskich";"0";"8";"138";"Warszawa";"Zarząd Terenów Publicznych";"7500101.31496503";"17";"5790643.92993007";"D204164";"21.001484";154;"Quercus robur";"dąb szypułkowy";"20110915"
"";"dobry";"52.249221";"Śródmieście";"ul. ANDRIOLLEGO ME";"Park Ogród Krasińskich";"0";"10";"190";"Warszawa";"Zarząd Terenów Publicznych";"7500097.28503496";"14";"5790628.38993007";"D204165";"21.001425";155;"Acer saccharinum";"klon srebrzysty";"20110915"
"";"dobry";"52.249124";"Śródmieście";"ul. ANDRIOLLEGO ME";"Park Ogród Krasińskich";"0";"4";"49, 36";"Warszawa";"Zarząd Terenów Publicznych";"7500112.18503497";"6";"5790617.6";"D204166";"21.001643";156;"Ulmus laevis";"wiąz szypułkowy";"20110915"
"";"dobry";"52.249308";"Śródmieście";"ul. ANDRIOLLEGO ME";"Park Ogród Krasińskich";"0";"10";"140";"Warszawa";"Zarząd Terenów Publicznych";"7500111.16503496";"14";"5790638.08";"D204168";"21.001628";157;"Acer platanoides";"klon pospolity";"20110915"
"";"średni";"52.249369";"Śródmieście";"ul. ANDRIOLLEGO ME";"Park Ogród Krasińskich";"0";"5";"75";"Warszawa";"Zarząd Terenów Publicznych";"7500107.26503497";"12";"5790644.82993007";"D204169";"21.001571";158;"Quercus robur";"dąb szypułkowy";"20110915"
"";"dobry";"52.249377";"Śródmieście";"ul. ANDRIOLLEGO ME";"Park Ogród Krasińskich";"0";"8";"98";"Warszawa";"Zarząd Terenów Publicznych";"7500113.09496504";"16";"5790645.72";"D204170";"21.001656";159;"Quercus rubra";"dąb czerwony";"20110915"
"";"zły";"52.248465";"Śródmieście";"ul. ANDRIOLLEGO ME";"Park Ogród Krasińskich";"0";"3";"59";"Warszawa";"Zarząd Terenów Publicznych";"7500303.44755245";"4";"5790544.33272727";"D204467";"21.004443";404;"Malus  sp.";"jabłoń  sp.";"20110928"
"";"dobry";"52.249271";"Śródmieście";"ul. ANDRIOLLEGO ME";"Park Ogród Krasińskich";"0";"10";"180";"Warszawa";"Zarząd Terenów Publicznych";"7500150.18503497";"13";"5790633.95006993";"D204173";"21.002199";160;"Aesculus hippocastanum";"kasztanowiec pospolity";"20110915"
"";"średni";"52.249083";"Śródmieście";"ul. ANDRIOLLEGO ME";"Park Ogród Krasińskich";"0";"12";"247";"Warszawa";"Zarząd Terenów Publicznych";"7500143.94503496";"18";"5790613.08993007";"D204175";"21.002108";161;"Acer platanoides";"klon pospolity";"20110915"
"";"dobry";"52.249063";"Śródmieście";"ul. ANDRIOLLEGO ME";"Park Ogród Krasińskich";"0";"9";"112";"Warszawa";"Zarząd Terenów Publicznych";"7500129.08027972";"12";"5790610.85804196";"D204176";"21.00189";162;"Fraxinus pennsylvanica";"jesion pensylwański";"20110915"
"";"średni";"52.249026";"Śródmieście";"ul. ANDRIOLLEGO ME";"Park Ogród Krasińskich";"0";"6";"65, 86, 42";"Warszawa";"Zarząd Terenów Publicznych";"7500121.62503496";"6";"5790606.69006993";"D204177";"21.001781";163;"Cornus  sp.";"dereń  sp.";"20110915"
"";"dobry";"52.249008";"Śródmieście";"ul. ANDRIOLLEGO ME";"Park Ogród Krasińskich";"0";"9";"147";"Warszawa";"Zarząd Terenów Publicznych";"7500127.99496503";"11";"5790604.7";"D204178";"21.001874";164;"Tilia cordata";"lipa drobnolistna";"20110915"
"";"średni";"52.248885";"Śródmieście";"ul. ANDRIOLLEGO ME";"Park Ogród Krasińskich";"0";"9";"264";"Warszawa";"Zarząd Terenów Publicznych";"7500152.28503496";"15";"5790590.98";"D204180";"21.00223";165;"Acer platanoides";"klon pospolity";"20110915"
"";"średni";"52.249022";"Śródmieście";"ul. ANDRIOLLEGO ME";"Park Ogród Krasińskich";"0";"12";"340";"Warszawa";"Zarząd Terenów Publicznych";"7500164.18503497";"20";"5790606.25006993";"D204182";"21.002404";166;"Acer platanoides";"klon pospolity";"20110915"
"";"dobry";"52.249028";"Śródmieście";"ul. ANDRIOLLEGO ME";"Park Ogród Krasińskich";"0";"14";"360";"Warszawa";"Zarząd Terenów Publicznych";"7500185.62503496";"17";"5790606.87006993";"D204183";"21.002718";167;"Aesculus hippocastanum";"kasztanowiec pospolity";"20110915"
